Measurement number,HART-14,HART-15,HART-13,HART-12,HART-16,HART-17,HART-18,HART-19,JACK-11,JACK-22,JACK-24,JACK-25,JACK-31,JACK-33,JACK-34,JACK-35,Elson-23-1,Elson-23-2,Elson-23-3,Elson-26-4,Elson-24-4,Elson-26-2,Elson-23-5,Elson-24-2,Elson-24-3,Elson-24-5,Elson-26-1,Elson-26-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,0.7094761,0.7097658,0.7096047,0.7094092,0.7094401,0.7079222,0.7074312,0.7109677,0.7093997,0.7080737,0.7077782,0.7092193,0.7087646,0.7080908,0.7085014,0.7099930,0.7090283,0.7091884,0.7084440,0.7076220,0.7091530,0.7083203,0.7081673,0.7089704,0.7086669,0.7078271,0.7092532,0.7079547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,0.7097338,0.7091186,0.7088197,0.7099284,0.7096960,0.7078962,0.7082867,0.7087501,0.7090618,0.7091614,0.7084912,0.7093174,0.7104067,0.7082265,0.7095055,0.7076514,0.7094601,0.7089339,0.7101556,0.7080081,0.7094390,0.7083898,0.7085413,0.7085174,0.7089735,0.7074709,0.7085228,0.7079421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,0.7090170,0.7113652,0.7085384,0.7094841,0.7098847,0.7078531,0.7078399,0.7096356,0.7078286,0.7085314,0.7087396,0.7089879,0.7088195,0.7081067,0.7089815,0.7087923,0.7091670,0.7086920,0.7078940,0.7080535,0.7092248,0.7069526,0.7106442,0.7092395,0.7094312,0.7085974,0.7091416,0.7073842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,0.7088073,0.7096668,0.7091541,0.7087875,0.7102742,0.7085450,0.7078223,0.7086537,,0.7087327,0.7084493,0.7088797,0.7098712,0.7080112,0.7091141,0.7086328,0.7096617,0.7087800,0.7074387,0.7090080,0.7098492,0.7075071,0.7077767,0.7098417,0.7087853,0.7083218,0.7097037,0.7082388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,0.7100248,0.7089369,0.7086620,0.7096073,0.7088464,0.7084603,0.7078724,0.7084737,,0.7087601,0.7085049,0.7084703,0.7083617,0.7075867,0.7098989,0.7086409,0.7093090,0.7091039,0.7101935,0.7084829,0.7083058,0.7087238,0.7087973,0.7085048,0.7086081,0.7081626,0.7083269,0.7083953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,0.7095417,0.7092591,0.7089430,0.7093052,0.7098743,0.7075893,0.7080327,0.7088027,,0.7084021,0.7085879,0.7083664,0.7089366,0.7069775,0.7090924,0.7089359,0.7114087,0.7090477,0.7107200,0.7090730,0.7097922,0.7080118,0.7082026,0.7094385,0.7091677,0.7083670,0.7091161,0.7082715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,0.7102823,0.7097836,0.7096564,0.7091990,0.7099249,0.7071755,0.7077802,0.7101180,,0.7094475,0.7089330,0.7083944,0.7090702,0.7075392,0.7092056,0.7085086,0.7091580,0.7092707,0.7126279,0.7089711,0.7084212,0.7078850,0.7093559,0.7092338,0.7086839,0.7082006,0.7095045,0.7085890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,0.7089039,0.7100854,0.7090933,0.7096298,0.7100469,0.7083040,0.7072328,0.7073596,,0.7096796,0.7078874,0.7078049,0.7093165,0.7082315,0.7087388,0.7089138,0.7091015,0.7094075,0.7101365,0.7091099,0.7099608,0.7076359,0.7091527,0.7088834,0.7098815,0.7087026,0.7091781,0.7078928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,0.7103223,0.7095017,0.7089159,0.7101867,0.7105679,0.7087843,0.7084504,0.7091141,,0.7085592,0.7089383,0.7080820,0.7081837,0.7081993,0.7093326,0.7085637,0.7087625,0.7093750,0.7119881,0.7092222,0.7092349,0.7081083,0.7092531,0.7084659,0.7093127,0.7085597,0.7091795,0.7084977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,0.7094099,0.7091726,0.7091505,0.7098809,0.7095074,0.7045104,0.7076518,0.7086722,,0.7092085,0.7089463,0.7089176,0.7094890,0.7079485,0.7091000,0.7086482,0.7102544,0.7083897,0.7129875,0.7087911,0.7097484,0.7078884,0.7081109,0.7095031,0.7086525,0.7088835,0.7090621,0.7079348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,0.7100975,0.7095643,0.7088730,0.7082156,0.7092668,0.7083100,0.7079995,0.7100290,,0.7086615,0.7083334,0.7091543,0.7079949,0.7084992,0.7091106,0.7096294,0.7097059,0.7093413,0.7093924,0.7092309,0.7082991,0.7086536,0.7091292,0.7099235,0.7081914,0.7093257,0.7092008,0.7082800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,0.7102509,0.7089518,0.7086041,0.7087511,0.7094762,0.7072234,0.7074944,0.7078382,,0.7090902,0.7077149,0.7103031,0.7086108,0.7071585,0.7094324,0.7080741,0.7090621,0.7092409,0.7053509,0.7082949,0.7092309,0.7081286,0.7083931,0.7091083,0.7089976,0.7085614,0.7087108,0.7084194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,0.7103868,0.7094142,0.7092989,0.7089407,0.7100515,0.7078977,0.7089594,0.7066241,,0.7092038,0.7079303,0.7083342,0.7091746,0.7078107,0.7084715,0.7089074,0.7127486,0.7092327,0.7102576,0.7092852,0.7091424,0.7086191,0.7089929,0.7092953,0.7089870,0.7088193,0.7088462,0.7072435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,0.7095881,0.7038377,0.7083419,0.7102765,0.7093465,0.7073982,0.7079942,0.7101555,,0.7093495,0.7077152,0.7086917,0.7098845,0.7077652,0.7098475,0.7093729,0.7066082,0.7096249,0.7125794,0.7094846,0.7095535,0.7073367,0.7092102,0.7098309,0.7094119,0.7088209,0.7091117,0.7081033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,0.7092715,0.7095698,0.7084414,0.7096094,0.7094371,0.7083023,0.7089655,0.7064254,,0.7084077,0.7089198,0.7077765,0.7101269,0.7064230,0.7091119,0.7090332,0.7117401,0.7088766,0.7098111,0.7082739,0.7094670,0.7074472,0.7084374,0.7087277,0.7082157,0.7091097,0.7090262,0.7081655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,0.7110317,0.7094630,0.7089701,0.7078939,0.7089551,0.7080584,0.7081208,0.7088902,,0.7097788,0.7085356,0.7089023,0.7097586,0.7081640,0.7086311,0.7086912,0.7029068,0.7090650,0.6995493,0.7096133,0.7089535,0.7072055,0.7076108,0.7095837,0.7091066,0.7084737,0.7092614,0.7068521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,0.7095362,0.7090235,0.7083354,0.7089561,0.7101272,0.7080522,0.7083664,0.7087201,,0.7086657,0.7083528,0.7091297,0.7082767,0.7084362,0.7093275,0.7092132,0.7155861,0.7087207,0.7054732,0.7090246,0.7088108,0.7069385,0.7092544,0.7089809,0.7095755,0.7088163,0.7081204,0.7079064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,0.7099533,0.7093050,0.7087550,0.7090846,0.7099295,0.7071050,0.7079005,0.7102009,,0.7089411,0.7078597,0.7092122,0.7098488,0.7080357,0.7086451,0.7091536,0.7067593,0.7093591,0.7085469,0.7091496,0.7096465,0.7091697,0.7093305,0.7091080,0.7090583,0.7088248,0.7088191,0.7084421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,0.7106098,0.7089491,0.7077820,0.7083111,0.7095319,0.7076151,0.7085084,0.7076448,,0.7091863,0.7079489,0.7094626,0.7097423,0.7087495,0.7090380,0.7083750,0.7131749,0.7091864,0.7078802,0.7080717,0.7092682,0.7076628,0.7089525,0.7087887,0.7088667,0.7092850,0.7096776,0.7079981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,0.7097889,0.7089995,0.7089959,0.7084678,0.7097066,0.7077985,0.7087946,0.7089240,,0.7086819,0.7081294,0.7085750,0.7097140,0.7074206,0.7092269,0.7092081,0.7000389,0.7097613,0.7121264,0.7089635,0.7093999,0.7077534,0.7091100,0.7094276,0.7087901,0.7090091,0.7089446,0.7078111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,0.7106364,0.7090009,0.7106173,0.7081285,0.7094542,0.7073821,0.7086249,0.7061335,,0.7091276,0.7086674,0.7085261,0.7095576,0.7074725,0.7093572,0.7094049,,0.7094062,0.7057857,0.7088027,0.7089059,0.7069354,0.7096082,0.7092362,0.7086104,0.7088429,0.7085448,0.7078092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,0.7101436,0.7091709,0.7092500,0.7086696,0.7096281,0.7066011,0.7087814,0.7090082,,0.7090563,0.7079721,0.7090658,0.7092181,0.7090054,0.7104154,0.7096136,,0.7098036,0.7098159,0.7093832,0.7090304,0.7075443,0.7091493,0.7092166,0.7093620,0.7090876,0.7090020,0.7081744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,0.7095958,0.7090916,0.7096402,0.7094129,0.7094126,0.7070229,0.7071678,0.7091685,,0.7096932,0.7082330,0.7092464,0.7094786,0.7086941,0.7091614,0.7087261,,0.7097192,0.7074115,0.7086953,0.7090984,0.7082408,0.7094390,0.7090142,0.7075359,0.7089698,0.7089505,0.7081452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,0.7109374,0.7088693,0.7089077,0.7090447,0.7098924,0.7080997,0.7086398,0.7082477,,0.7090342,0.7081068,0.7086449,0.7091349,0.7092589,0.7096758,0.7090915,,0.7089766,0.7071885,0.7093157,0.7090181,0.7075489,0.7093546,0.7093228,0.7095954,0.7090848,0.7089739,0.7078712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,0.7094119,0.7094718,0.7093254,0.7093487,0.7098229,0.7079491,0.7064840,0.7091355,,0.7089895,0.7078869,0.7088745,0.7088936,0.7080346,0.7096500,0.7090928,,0.7091534,0.7101214,0.7089717,0.7084652,0.7074373,0.7087737,0.7095025,0.7094013,0.7089810,0.7088723,0.7079771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,0.7100580,0.7094130,0.7086356,0.7086425,0.7097283,0.7077923,0.7082539,0.7074223,,0.7091401,0.7083176,0.7087688,0.7086819,0.7088429,0.7094857,0.7091428,,0.7091879,0.7152697,0.7087904,0.7097264,0.7071334,0.7089655,0.7093862,0.7093173,0.7092383,0.7092700,0.7087142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,0.7099640,0.7094792,0.7087560,0.7089448,0.7092661,0.7067928,0.7086400,0.7083207,,0.7088603,0.7076575,0.7078013,0.7093401,0.7094991,0.7089103,0.7089410,,0.7087299,0.7101282,0.7077909,0.7084603,0.7076070,0.7090048,0.7098427,0.7094335,0.7085145,0.7084014,0.7092340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,0.7100808,0.7091683,0.7084148,0.7089433,0.7100888,0.7068253,0.7085990,0.7064639,,0.7081704,0.7078443,0.7092506,0.7088120,0.7087952,0.7107058,0.7088192,,0.7086002,0.7027700,0.7094558,0.7091849,0.7072307,0.7092775,0.7090480,0.7090524,0.7089522,0.7093492,0.7083598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,0.7095921,0.7088390,0.7089074,0.7085032,0.7082890,0.7073508,0.7089932,0.7088718,,0.7095286,0.7080519,0.7088073,0.7080831,0.7085974,0.7094052,0.7087556,,0.7095242,0.7040454,0.7086558,0.7088570,0.7090660,0.7085791,0.7086633,0.7089650,0.7091820,0.7090792,0.7082828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,0.7109964,0.7086211,0.7088678,0.7085055,0.7098121,0.7071336,0.7089114,0.7071950,,0.7082347,0.7087806,0.7092281,0.7085957,0.7087256,0.7090415,0.7085487,,0.7092242,0.7095758,0.7088828,0.7095805,0.7044734,0.7093955,0.7091838,0.7088132,0.7084393,0.7089460,0.7087324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,0.7096072,0.7083326,0.7090042,0.7089964,0.7103223,0.7074958,0.7088955,0.7080355,,0.7090986,0.7080423,0.7086361,0.7098075,0.7084522,0.7077870,0.7096293,,0.7089873,0.7034881,0.7091629,0.7091327,0.7083827,0.7084715,0.7096971,0.7090522,0.7092204,0.7094475,0.7084220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,0.7096310,0.7084567,0.7096575,0.7091307,0.7102581,0.7074524,0.7084186,0.7099536,,0.7088361,0.7077815,0.7095288,0.7089636,0.7099145,0.7091935,0.7100390,,0.7096745,0.7083794,0.7090560,0.7089750,0.7086029,0.7091098,0.7086607,0.7093979,0.7093747,0.7086305,0.7088809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,0.7092997,0.7095262,0.7089860,0.7102382,0.7098350,0.7074026,0.7078874,0.7090790,,0.7093437,0.7066436,0.7081966,0.7092987,0.7088778,0.7095784,0.7090033,,0.7087305,0.7111362,0.7092094,0.7087760,0.7075787,0.7092756,0.7092443,0.7092479,0.7088878,0.7084848,0.7078143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,0.7102901,0.7090235,0.7083708,0.7097668,0.7108502,0.7066667,0.7083378,0.7073381,,0.7092462,0.7097675,0.7090934,0.7095604,0.7080346,0.7087409,0.7093852,,0.7097582,0.7064946,0.7090943,0.7088905,0.7080828,0.7084244,0.7088366,0.7092329,0.7086290,0.7093371,0.7088143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,0.7101402,0.7089259,0.7090888,0.7083576,0.7100360,0.7081155,0.7089850,0.7090070,,0.7087926,0.7082511,0.7089051,0.7087162,0.7080103,0.7091250,0.7093781,,0.7096148,0.7112499,0.7093793,0.7088556,0.7087005,0.7094370,0.7086828,0.7094095,0.7090103,0.7086393,0.7086694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0.7094912,0.7096176,0.7083220,0.7088119,0.7104742,0.7073608,0.7088964,0.7093458,,0.7094365,0.7077189,0.7090889,0.7095902,0.7093352,0.7083314,0.7096343,,0.7091531,0.7093314,0.7117221,0.7098594,0.7067245,0.7092460,0.7095055,0.7092867,0.7092420,0.7093907,0.7091816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,0.7101224,0.7093215,0.7088395,0.7094092,0.7102534,0.7068810,0.7087726,0.7068749,,0.7083320,0.7080833,0.7097043,0.7101565,0.7090941,0.7090939,0.7097758,,0.7088309,0.7078892,0.7090783,0.7084309,0.7091001,0.7095946,0.7088383,0.7092262,0.7097152,0.7094699,0.7086555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,0.7100644,0.7084400,0.7089790,0.7096064,0.7104560,0.7079027,0.7088837,0.7093820,,0.7096706,0.7081816,0.7091075,0.7094396,0.7093775,0.7092347,0.7085752,,0.7090690,0.7083249,0.7086086,0.7093846,0.7091822,0.7084178,0.7094256,0.7098291,0.7083289,0.7088491,0.7088623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,0.7107502,0.7091876,0.7081999,0.7093652,0.7109806,0.7076773,0.7088406,0.7094336,,0.7087358,0.7090331,0.7094492,0.7089701,0.7091002,0.7093751,0.7097028,,0.7091407,0.7115168,0.7087466,0.7090200,0.7089862,0.7095026,0.7092289,0.7087251,0.7096472,0.7093483,0.7088653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,0.7098934,0.7083736,0.7086183,0.7094026,,0.7067284,0.7078686,0.7089828,,0.7091461,0.7072287,0.7103819,0.7089591,0.7089549,0.7090273,0.7096367,,0.7095906,0.7128684,0.7087867,0.7089139,0.7081141,0.7093531,0.7094805,0.7078034,0.7090789,0.7085143,0.7085123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,0.7114204,0.7096336,0.7105302,0.7097170,,0.7075236,0.7090193,0.7075424,,0.7092134,0.7094879,0.7087674,0.7094360,0.7088790,0.7089116,0.7085631,,0.7100813,0.7024153,0.7111132,0.7087827,0.7082069,0.7094243,0.7093021,0.7082356,0.7088269,0.7097069,0.7087072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,0.7098753,0.7093407,0.7091728,0.7101571,,0.7073567,0.7098634,0.7086994,,0.7088384,0.7081515,0.7088787,0.7091880,0.7081904,0.7096598,0.7083646,,0.7087465,0.7067044,0.7088373,0.7090608,0.7089646,0.7090471,0.7090998,0.7089686,0.7094236,0.7092152,0.7088989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,0.7110234,0.7088163,0.7089679,0.7090445,,0.7080139,0.7087290,0.7094287,,0.7092733,0.7078903,0.7090378,0.7089963,0.7094173,0.7096676,0.7097155,,0.7097815,0.7118633,0.7095533,0.7086460,0.7086172,0.7090179,0.7089827,0.7095533,0.7090056,0.7087431,0.7093835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,0.7107138,0.7084320,0.7095426,0.7098849,,0.7066493,0.7090349,0.7081975,,0.7089811,0.7078100,0.7089885,0.7099393,0.7089516,0.7089017,0.7088848,,0.7091046,0.7093031,0.7090377,0.7095067,0.7090083,0.7093308,0.7091550,0.7088895,0.7095915,0.7099086,0.7081996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,0.7091847,0.7090056,0.7093969,0.7094829,,0.7064476,0.7083303,0.7091355,,0.7092415,0.7088658,0.7097681,0.7096765,0.7089234,0.7091929,0.7093658,,0.7089082,0.7069629,0.7090539,0.7093930,0.7091566,0.7085969,0.7091178,0.7094091,0.7091200,0.7088127,0.7084764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,0.7104173,0.7099250,0.7094324,0.7098874,,0.7071641,0.7091722,0.7059086,,0.7092379,0.7082173,0.7090687,0.7099335,0.7095462,0.7086412,0.7088555,,0.7099310,0.7084531,0.7082315,0.7093565,0.7092109,0.7094556,0.7093663,0.7087937,0.7086680,0.7085874,0.7093325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,0.7109223,0.7093678,0.7093665,0.7088724,,0.7071420,0.7094940,0.7098540,,0.7089592,0.7086351,0.7084936,0.7089085,0.7086412,0.7092315,0.7091674,,0.7090184,0.7134782,0.7087368,0.7094562,0.7094530,0.7089700,0.7088847,0.7093370,0.7089184,0.7099331,0.7087992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,0.7114317,0.7093930,0.7093043,0.7098576,,0.7079934,0.7079547,0.7060412,,0.7088226,0.7101920,0.7076973,0.7095941,0.7087823,0.7097695,0.7089511,,0.7095934,0.7130323,0.7086441,0.7088788,0.7092101,0.7089096,0.7090619,0.7093932,0.7087432,0.7094864,0.7093493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,0.7104902,0.7096136,0.7095150,0.7095358,,0.7081531,0.7096334,0.7066702,,0.7085735,0.7088427,0.7086080,0.7095383,0.7090070,0.7101491,0.7092197,,0.7092405,0.7062729,0.7088280,0.7089844,0.7097731,0.7096452,0.7091356,0.7089231,0.7099008,0.7090159,0.7088370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,0.7113476,0.7098972,0.7088682,0.7099138,,0.7077930,0.7090290,0.7109492,,0.7092829,0.7087319,0.7094431,0.7087667,0.7085684,0.7091961,0.7086419,,0.7089534,0.7055695,0.7088185,0.7091220,0.7086688,0.7091036,0.7088214,0.7091998,0.7087004,0.7090791,0.7088509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,0.7111540,0.7094979,0.7092264,0.7107703,,0.7062185,0.7094075,0.7055695,,0.7091541,0.7086615,0.7088134,0.7092147,0.7090092,0.7078670,0.7090973,,0.7090999,0.7113052,0.7094403,0.7090852,0.7086963,0.7093311,0.7088917,0.7084404,0.7091128,0.7091626,0.7097170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,0.7098953,0.7102954,0.7089038,0.7095867,,0.7081366,0.7088337,0.7090658,,0.7096295,0.7100646,0.7088888,0.7080915,0.7087552,0.7093220,0.7089775,,0.7094884,0.7143098,0.7092746,0.7097224,0.7091714,0.7087977,0.7090509,0.7092971,0.7095057,0.7093382,0.7088300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,0.7120793,0.7098179,0.7097997,0.7098851,,0.7082103,0.7092588,0.7085954,,0.7091556,0.7082481,0.7093377,0.7091960,0.7087779,0.7090166,0.7118334,,0.7082940,0.7133749,0.7084367,0.7092965,0.7087342,0.7098670,0.7092017,0.7088480,0.7094266,0.7093708,0.7089637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,0.7094311,0.7094386,0.7089115,0.7092857,,0.7077236,0.7095664,0.7095948,,0.7092456,0.7080805,0.7097970,0.7087753,0.7092374,0.7086331,0.7083654,,0.7095954,0.7066146,0.7090183,0.7098617,0.7089553,0.7090863,0.7092199,0.7087744,0.7093839,0.7090797,0.7089202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,0.7130129,0.7102665,0.7110699,0.7099250,,0.7080338,0.7099471,0.7067201,,0.7067874,0.7086643,0.7088774,0.7086586,0.7092640,0.7095592,0.7092991,,0.7089482,0.7057613,0.7093804,0.7089595,0.7089621,0.7092916,0.7095938,0.7096644,0.7092954,0.7099316,0.7092861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
